first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_3
2019-02-22 21:01:00+00:00;2019-02-22 21:46:30+00:00;0 days 00:45:30;slice(Timestamp('2019-02-22 21:01:00+0000', tz='UTC'), Timestamp('2019-02-22 21:46:30+0000', tz='UTC'), None);1;0
2019-02-23 13:43:30+00:00;2019-02-23 14:09:30+00:00;0 days 00:26:00;slice(Timestamp('2019-02-23 13:43:30+0000', tz='UTC'), Timestamp('2019-02-23 14:09:30+0000', tz='UTC'), None);1;0
2019-02-23 16:16:30+00:00;2019-02-23 16:55:00+00:00;0 days 00:38:30;slice(Timestamp('2019-02-23 16:16:30+0000', tz='UTC'), Timestamp('2019-02-23 16:55:00+0000', tz='UTC'), None);1;0
2019-02-23 17:03:30+00:00;2019-02-23 17:09:30+00:00;0 days 00:06:00;slice(Timestamp('2019-02-23 17:03:30+0000', tz='UTC'), Timestamp('2019-02-23 17:09:30+0000', tz='UTC'), None);0;1
2019-02-23 18:06:00+00:00;2019-02-23 20:28:30+00:00;0 days 02:22:30;slice(Timestamp('2019-02-23 18:06:00+0000', tz='UTC'), Timestamp('2019-02-23 20:28:30+0000', tz='UTC'), None);1;0
2019-02-23 20:33:00+00:00;2019-02-23 21:15:30+00:00;0 days 00:42:30;slice(Timestamp('2019-02-23 20:33:00+0000', tz='UTC'), Timestamp('2019-02-23 21:15:30+0000', tz='UTC'), None);1;0
2019-02-23 21:53:00+00:00;2019-02-23 22:02:00+00:00;0 days 00:09:00;slice(Timestamp('2019-02-23 21:53:00+0000', tz='UTC'), Timestamp('2019-02-23 22:02:00+0000', tz='UTC'), None);1;2
2019-02-23 23:01:30+00:00;2019-02-23 23:42:30+00:00;0 days 00:41:00;slice(Timestamp('2019-02-23 23:01:30+0000', tz='UTC'), Timestamp('2019-02-23 23:42:30+0000', tz='UTC'), None);1;0
2019-02-24 10:38:30+00:00;2019-02-24 11:30:00+00:00;0 days 00:51:30;slice(Timestamp('2019-02-24 10:38:30+0000', tz='UTC'), Timestamp('2019-02-24 11:30:00+0000', tz='UTC'), None);1;0
2019-02-24 12:11:30+00:00;2019-02-24 13:45:00+00:00;0 days 01:33:30;slice(Timestamp('2019-02-24 12:11:30+0000', tz='UTC'), Timestamp('2019-02-24 13:45:00+0000', tz='UTC'), None);1;0
2019-02-24 14:26:00+00:00;2019-02-24 15:15:00+00:00;0 days 00:49:00;slice(Timestamp('2019-02-24 14:26:00+0000', tz='UTC'), Timestamp('2019-02-24 15:15:00+0000', tz='UTC'), None);1;0
2019-02-24 16:03:30+00:00;2019-02-24 16:15:30+00:00;0 days 00:12:00;slice(Timestamp('2019-02-24 16:03:30+0000', tz='UTC'), Timestamp('2019-02-24 16:15:30+0000', tz='UTC'), None);1;0
2019-02-24 16:19:00+00:00;2019-02-24 16:20:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-24 16:19:00+0000', tz='UTC'), Timestamp('2019-02-24 16:20:30+0000', tz='UTC'), None);0;1
2019-02-24 16:26:00+00:00;2019-02-24 16:29:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-24 16:26:00+0000', tz='UTC'), Timestamp('2019-02-24 16:29:30+0000', tz='UTC'), None);0;1
2019-02-24 16:34:00+00:00;2019-02-24 16:42:30+00:00;0 days 00:08:30;slice(Timestamp('2019-02-24 16:34:00+0000', tz='UTC'), Timestamp('2019-02-24 16:42:30+0000', tz='UTC'), None);0;1
2019-02-24 17:22:30+00:00;2019-02-24 17:28:00+00:00;0 days 00:05:30;slice(Timestamp('2019-02-24 17:22:30+0000', tz='UTC'), Timestamp('2019-02-24 17:28:00+0000', tz='UTC'), None);0;1
2019-02-24 17:31:30+00:00;2019-02-24 17:32:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-24 17:31:30+0000', tz='UTC'), Timestamp('2019-02-24 17:32:30+0000', tz='UTC'), None);0;1
2019-02-24 17:37:00+00:00;2019-02-24 17:41:30+00:00;0 days 00:04:30;slice(Timestamp('2019-02-24 17:37:00+0000', tz='UTC'), Timestamp('2019-02-24 17:41:30+0000', tz='UTC'), None);0;1
2019-02-24 17:46:30+00:00;2019-02-24 17:47:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-24 17:46:30+0000', tz='UTC'), Timestamp('2019-02-24 17:47:30+0000', tz='UTC'), None);0;1
