first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_4
2019-02-14 04:39:00+00:00;2019-02-14 04:40:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 04:39:00+0000', tz='UTC'), Timestamp('2019-02-14 04:40:00+0000', tz='UTC'), None);1;0
2019-02-14 04:42:30+00:00;2019-02-14 04:45:30+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 04:42:30+0000', tz='UTC'), Timestamp('2019-02-14 04:45:30+0000', tz='UTC'), None);1;2
2019-02-14 04:51:30+00:00;2019-02-14 04:53:00+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 04:51:30+0000', tz='UTC'), Timestamp('2019-02-14 04:53:00+0000', tz='UTC'), None);1;2
2019-02-14 05:03:00+00:00;2019-02-14 05:06:00+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 05:03:00+0000', tz='UTC'), Timestamp('2019-02-14 05:06:00+0000', tz='UTC'), None);1;2
2019-02-14 05:13:30+00:00;2019-02-14 05:15:00+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 05:13:30+0000', tz='UTC'), Timestamp('2019-02-14 05:15:00+0000', tz='UTC'), None);1;2
2019-02-14 05:20:00+00:00;2019-02-14 05:30:30+00:00;0 days 00:10:30;slice(Timestamp('2019-02-14 05:20:00+0000', tz='UTC'), Timestamp('2019-02-14 05:30:30+0000', tz='UTC'), None);0;1
2019-02-14 05:41:00+00:00;2019-02-14 05:43:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 05:41:00+0000', tz='UTC'), Timestamp('2019-02-14 05:43:30+0000', tz='UTC'), None);1;2
2019-02-14 05:51:30+00:00;2019-02-14 05:52:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 05:51:30+0000', tz='UTC'), Timestamp('2019-02-14 05:52:30+0000', tz='UTC'), None);1;0
2019-02-14 05:58:00+00:00;2019-02-14 06:01:00+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 05:58:00+0000', tz='UTC'), Timestamp('2019-02-14 06:01:00+0000', tz='UTC'), None);1;2
2019-02-14 06:06:00+00:00;2019-02-14 06:07:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 06:06:00+0000', tz='UTC'), Timestamp('2019-02-14 06:07:30+0000', tz='UTC'), None);1;2
2019-02-14 06:12:00+00:00;2019-02-14 06:14:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 06:12:00+0000', tz='UTC'), Timestamp('2019-02-14 06:14:00+0000', tz='UTC'), None);1;2
