first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_4;ALG_catch24_kmeans_3
2019-02-15 11:50:30+00:00;2019-02-15 11:54:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 11:50:30+0000', tz='UTC'), Timestamp('2019-02-15 11:54:30+0000', tz='UTC'), None);0;0
2019-02-15 12:22:00+00:00;2019-02-15 12:25:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 12:22:00+0000', tz='UTC'), Timestamp('2019-02-15 12:25:30+0000', tz='UTC'), None);1;2
2019-02-15 12:52:30+00:00;2019-02-15 12:56:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 12:52:30+0000', tz='UTC'), Timestamp('2019-02-15 12:56:30+0000', tz='UTC'), None);0;0
2019-02-15 13:22:30+00:00;2019-02-15 13:26:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 13:22:30+0000', tz='UTC'), Timestamp('2019-02-15 13:26:00+0000', tz='UTC'), None);1;2
2019-02-15 13:48:00+00:00;2019-02-15 13:51:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 13:48:00+0000', tz='UTC'), Timestamp('2019-02-15 13:51:30+0000', tz='UTC'), None);1;2
2019-02-15 14:16:30+00:00;2019-02-15 14:20:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 14:16:30+0000', tz='UTC'), Timestamp('2019-02-15 14:20:30+0000', tz='UTC'), None);0;0
2019-02-15 14:46:30+00:00;2019-02-15 14:50:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 14:46:30+0000', tz='UTC'), Timestamp('2019-02-15 14:50:00+0000', tz='UTC'), None);2;1
2019-02-15 15:15:30+00:00;2019-02-15 15:19:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 15:15:30+0000', tz='UTC'), Timestamp('2019-02-15 15:19:30+0000', tz='UTC'), None);0;0
2019-02-15 15:45:30+00:00;2019-02-15 15:49:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 15:45:30+0000', tz='UTC'), Timestamp('2019-02-15 15:49:00+0000', tz='UTC'), None);1;2
2019-02-15 16:15:00+00:00;2019-02-15 16:18:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 16:15:00+0000', tz='UTC'), Timestamp('2019-02-15 16:18:30+0000', tz='UTC'), None);1;2
2019-02-15 16:44:30+00:00;2019-02-15 16:48:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 16:44:30+0000', tz='UTC'), Timestamp('2019-02-15 16:48:30+0000', tz='UTC'), None);0;0
2019-02-15 17:14:00+00:00;2019-02-15 17:18:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 17:14:00+0000', tz='UTC'), Timestamp('2019-02-15 17:18:00+0000', tz='UTC'), None);0;0
2019-02-15 17:41:30+00:00;2019-02-15 17:47:00+00:00;0 days 00:05:30;slice(Timestamp('2019-02-15 17:41:30+0000', tz='UTC'), Timestamp('2019-02-15 17:47:00+0000', tz='UTC'), None);0;0
2019-02-15 18:12:30+00:00;2019-02-15 18:16:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 18:12:30+0000', tz='UTC'), Timestamp('2019-02-15 18:16:30+0000', tz='UTC'), None);0;0
2019-02-15 18:38:00+00:00;2019-02-15 18:42:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 18:38:00+0000', tz='UTC'), Timestamp('2019-02-15 18:42:00+0000', tz='UTC'), None);0;0
2019-02-15 19:08:00+00:00;2019-02-15 19:11:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 19:08:00+0000', tz='UTC'), Timestamp('2019-02-15 19:11:30+0000', tz='UTC'), None);2;1
2019-02-15 19:33:00+00:00;2019-02-15 19:37:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 19:33:00+0000', tz='UTC'), Timestamp('2019-02-15 19:37:00+0000', tz='UTC'), None);0;0
2019-02-15 19:59:30+00:00;2019-02-15 20:03:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 19:59:30+0000', tz='UTC'), Timestamp('2019-02-15 20:03:00+0000', tz='UTC'), None);2;1
2019-02-15 20:25:30+00:00;2019-02-15 20:29:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 20:25:30+0000', tz='UTC'), Timestamp('2019-02-15 20:29:30+0000', tz='UTC'), None);2;1
2019-02-15 20:54:00+00:00;2019-02-15 20:58:30+00:00;0 days 00:04:30;slice(Timestamp('2019-02-15 20:54:00+0000', tz='UTC'), Timestamp('2019-02-15 20:58:30+0000', tz='UTC'), None);0;0
2019-02-15 21:21:00+00:00;2019-02-15 21:25:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 21:21:00+0000', tz='UTC'), Timestamp('2019-02-15 21:25:00+0000', tz='UTC'), None);1;2
2019-02-15 21:45:30+00:00;2019-02-15 21:49:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 21:45:30+0000', tz='UTC'), Timestamp('2019-02-15 21:49:30+0000', tz='UTC'), None);0;0
2019-02-15 22:12:00+00:00;2019-02-15 22:15:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 22:12:00+0000', tz='UTC'), Timestamp('2019-02-15 22:15:30+0000', tz='UTC'), None);1;2
2019-02-15 22:38:00+00:00;2019-02-15 22:42:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-15 22:38:00+0000', tz='UTC'), Timestamp('2019-02-15 22:42:00+0000', tz='UTC'), None);0;0
2019-02-15 23:05:30+00:00;2019-02-15 23:09:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 23:05:30+0000', tz='UTC'), Timestamp('2019-02-15 23:09:00+0000', tz='UTC'), None);1;2
2019-02-15 23:34:00+00:00;2019-02-15 23:37:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-15 23:34:00+0000', tz='UTC'), Timestamp('2019-02-15 23:37:30+0000', tz='UTC'), None);2;1
2019-02-16 00:02:30+00:00;2019-02-16 00:06:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-16 00:02:30+0000', tz='UTC'), Timestamp('2019-02-16 00:06:30+0000', tz='UTC'), None);0;0
2019-02-16 00:32:00+00:00;2019-02-16 00:36:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-16 00:32:00+0000', tz='UTC'), Timestamp('2019-02-16 00:36:00+0000', tz='UTC'), None);0;0
2019-02-16 01:02:30+00:00;2019-02-16 01:06:30+00:00;0 days 00:04:00;slice(Timestamp('2019-02-16 01:02:30+0000', tz='UTC'), Timestamp('2019-02-16 01:06:30+0000', tz='UTC'), None);0;0
2019-02-16 01:33:30+00:00;2019-02-16 01:37:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-16 01:33:30+0000', tz='UTC'), Timestamp('2019-02-16 01:37:00+0000', tz='UTC'), None);1;2
