first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_8
2019-02-14 05:37:00+00:00;2019-02-14 05:38:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 05:37:00+0000', tz='UTC'), Timestamp('2019-02-14 05:38:30+0000', tz='UTC'), None);1;3
2019-02-14 05:42:30+00:00;2019-02-14 05:45:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 05:42:30+0000', tz='UTC'), Timestamp('2019-02-14 05:45:00+0000', tz='UTC'), None);1;4
2019-02-14 05:57:30+00:00;2019-02-14 05:58:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 05:57:30+0000', tz='UTC'), Timestamp('2019-02-14 05:58:30+0000', tz='UTC'), None);1;0
2019-02-14 06:17:00+00:00;2019-02-14 06:20:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-14 06:17:00+0000', tz='UTC'), Timestamp('2019-02-14 06:20:30+0000', tz='UTC'), None);1;4
2019-02-14 06:37:30+00:00;2019-02-14 06:38:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 06:37:30+0000', tz='UTC'), Timestamp('2019-02-14 06:38:30+0000', tz='UTC'), None);1;0
2019-02-14 06:54:30+00:00;2019-02-14 06:57:30+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 06:54:30+0000', tz='UTC'), Timestamp('2019-02-14 06:57:30+0000', tz='UTC'), None);1;4
2019-02-14 07:18:00+00:00;2019-02-14 07:19:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 07:18:00+0000', tz='UTC'), Timestamp('2019-02-14 07:19:30+0000', tz='UTC'), None);1;6
2019-02-14 07:29:30+00:00;2019-02-14 07:31:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 07:29:30+0000', tz='UTC'), Timestamp('2019-02-14 07:31:30+0000', tz='UTC'), None);1;4
2019-02-14 07:38:00+00:00;2019-02-14 07:39:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 07:38:00+0000', tz='UTC'), Timestamp('2019-02-14 07:39:30+0000', tz='UTC'), None);1;3
2019-02-14 07:59:00+00:00;2019-02-14 08:00:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 07:59:00+0000', tz='UTC'), Timestamp('2019-02-14 08:00:00+0000', tz='UTC'), None);1;0
2019-02-14 08:07:30+00:00;2019-02-14 08:10:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 08:07:30+0000', tz='UTC'), Timestamp('2019-02-14 08:10:00+0000', tz='UTC'), None);1;4
2019-02-14 08:19:30+00:00;2019-02-14 08:21:00+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 08:19:30+0000', tz='UTC'), Timestamp('2019-02-14 08:21:00+0000', tz='UTC'), None);1;3
2019-02-14 08:38:30+00:00;2019-02-14 08:40:00+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 08:38:30+0000', tz='UTC'), Timestamp('2019-02-14 08:40:00+0000', tz='UTC'), None);1;6
2019-02-14 08:50:00+00:00;2019-02-14 08:52:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 08:50:00+0000', tz='UTC'), Timestamp('2019-02-14 08:52:30+0000', tz='UTC'), None);1;4
2019-02-14 08:58:00+00:00;2019-02-14 08:59:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 08:58:00+0000', tz='UTC'), Timestamp('2019-02-14 08:59:30+0000', tz='UTC'), None);1;3
2019-02-14 09:18:30+00:00;2019-02-14 09:19:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:18:30+0000', tz='UTC'), Timestamp('2019-02-14 09:19:30+0000', tz='UTC'), None);1;0
2019-02-14 09:30:30+00:00;2019-02-14 09:33:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 09:30:30+0000', tz='UTC'), Timestamp('2019-02-14 09:33:00+0000', tz='UTC'), None);1;4
2019-02-14 09:37:00+00:00;2019-02-14 09:38:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:37:00+0000', tz='UTC'), Timestamp('2019-02-14 09:38:00+0000', tz='UTC'), None);1;0
2019-02-14 09:57:00+00:00;2019-02-14 09:58:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:57:00+0000', tz='UTC'), Timestamp('2019-02-14 09:58:00+0000', tz='UTC'), None);1;0
2019-02-14 10:05:30+00:00;2019-02-14 10:07:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 10:05:30+0000', tz='UTC'), Timestamp('2019-02-14 10:07:30+0000', tz='UTC'), None);1;4
