first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_3;ALG_catch24_kmeans_5;ALG_catch24_kmeans_7;ALG_naive_kmeans_2;ALG_naive_kmeans_3;ALG_naive_kmeans_5;ALG_naive_kmeans_4;ALG_catch24_kmeans_2_r;ALG_catch24_kmeans_3_r;ALG_catch24_kmeans_5_r;ALG_catch24_kmeans_7_r
2019-02-19 19:55:30+00:00;2019-02-19 20:17:00+00:00;0 days 00:21:30;slice(Timestamp('2019-02-19 19:55:30+0000', tz='UTC'), Timestamp('2019-02-19 20:17:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-19 21:23:00+00:00;2019-02-19 21:38:30+00:00;0 days 00:15:30;slice(Timestamp('2019-02-19 21:23:00+0000', tz='UTC'), Timestamp('2019-02-19 21:38:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-19 22:50:00+00:00;2019-02-19 23:09:30+00:00;0 days 00:19:30;slice(Timestamp('2019-02-19 22:50:00+0000', tz='UTC'), Timestamp('2019-02-19 23:09:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-20 00:26:00+00:00;2019-02-20 00:44:30+00:00;0 days 00:18:30;slice(Timestamp('2019-02-20 00:26:00+0000', tz='UTC'), Timestamp('2019-02-20 00:44:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 01:58:00+00:00;2019-02-20 02:16:30+00:00;0 days 00:18:30;slice(Timestamp('2019-02-20 01:58:00+0000', tz='UTC'), Timestamp('2019-02-20 02:16:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-20 03:25:00+00:00;2019-02-20 03:43:30+00:00;0 days 00:18:30;slice(Timestamp('2019-02-20 03:25:00+0000', tz='UTC'), Timestamp('2019-02-20 03:43:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-20 04:52:00+00:00;2019-02-20 05:12:30+00:00;0 days 00:20:30;slice(Timestamp('2019-02-20 04:52:00+0000', tz='UTC'), Timestamp('2019-02-20 05:12:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-20 06:20:00+00:00;2019-02-20 06:38:00+00:00;0 days 00:18:00;slice(Timestamp('2019-02-20 06:20:00+0000', tz='UTC'), Timestamp('2019-02-20 06:38:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 07:43:30+00:00;2019-02-20 08:00:30+00:00;0 days 00:17:00;slice(Timestamp('2019-02-20 07:43:30+0000', tz='UTC'), Timestamp('2019-02-20 08:00:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-20 09:04:00+00:00;2019-02-20 09:24:00+00:00;0 days 00:20:00;slice(Timestamp('2019-02-20 09:04:00+0000', tz='UTC'), Timestamp('2019-02-20 09:24:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-20 10:27:30+00:00;2019-02-20 10:48:30+00:00;0 days 00:21:00;slice(Timestamp('2019-02-20 10:27:30+0000', tz='UTC'), Timestamp('2019-02-20 10:48:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 11:16:00+00:00;2019-02-20 11:35:30+00:00;0 days 00:19:30;slice(Timestamp('2019-02-20 11:16:00+0000', tz='UTC'), Timestamp('2019-02-20 11:35:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 12:29:30+00:00;2019-02-20 12:50:30+00:00;0 days 00:21:00;slice(Timestamp('2019-02-20 12:29:30+0000', tz='UTC'), Timestamp('2019-02-20 12:50:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 13:52:30+00:00;2019-02-20 14:12:00+00:00;0 days 00:19:30;slice(Timestamp('2019-02-20 13:52:30+0000', tz='UTC'), Timestamp('2019-02-20 14:12:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-20 15:22:30+00:00;2019-02-20 15:43:00+00:00;0 days 00:20:30;slice(Timestamp('2019-02-20 15:22:30+0000', tz='UTC'), Timestamp('2019-02-20 15:43:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-20 16:17:30+00:00;2019-02-20 17:03:00+00:00;0 days 00:45:30;slice(Timestamp('2019-02-20 16:17:30+0000', tz='UTC'), Timestamp('2019-02-20 17:03:00+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-20 17:49:30+00:00;2019-02-20 18:15:30+00:00;0 days 00:26:00;slice(Timestamp('2019-02-20 17:49:30+0000', tz='UTC'), Timestamp('2019-02-20 18:15:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-20 19:06:30+00:00;2019-02-20 19:32:00+00:00;0 days 00:25:30;slice(Timestamp('2019-02-20 19:06:30+0000', tz='UTC'), Timestamp('2019-02-20 19:32:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 20:08:00+00:00;2019-02-20 20:27:30+00:00;0 days 00:19:30;slice(Timestamp('2019-02-20 20:08:00+0000', tz='UTC'), Timestamp('2019-02-20 20:27:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-20 21:51:00+00:00;2019-02-20 22:14:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-20 21:51:00+0000', tz='UTC'), Timestamp('2019-02-20 22:14:30+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-20 23:06:00+00:00;2019-02-21 00:32:30+00:00;0 days 01:26:30;slice(Timestamp('2019-02-20 23:06:00+0000', tz='UTC'), Timestamp('2019-02-21 00:32:30+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-21 01:26:30+00:00;2019-02-21 01:55:00+00:00;0 days 00:28:30;slice(Timestamp('2019-02-21 01:26:30+0000', tz='UTC'), Timestamp('2019-02-21 01:55:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-21 03:13:30+00:00;2019-02-21 03:41:00+00:00;0 days 00:27:30;slice(Timestamp('2019-02-21 03:13:30+0000', tz='UTC'), Timestamp('2019-02-21 03:41:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-21 05:15:00+00:00;2019-02-21 05:41:30+00:00;0 days 00:26:30;slice(Timestamp('2019-02-21 05:15:00+0000', tz='UTC'), Timestamp('2019-02-21 05:41:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-21 07:19:30+00:00;2019-02-21 07:48:00+00:00;0 days 00:28:30;slice(Timestamp('2019-02-21 07:19:30+0000', tz='UTC'), Timestamp('2019-02-21 07:48:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-21 09:30:30+00:00;2019-02-21 09:57:00+00:00;0 days 00:26:30;slice(Timestamp('2019-02-21 09:30:30+0000', tz='UTC'), Timestamp('2019-02-21 09:57:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-21 11:28:30+00:00;2019-02-21 11:57:30+00:00;0 days 00:29:00;slice(Timestamp('2019-02-21 11:28:30+0000', tz='UTC'), Timestamp('2019-02-21 11:57:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-21 13:04:30+00:00;2019-02-21 13:28:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-21 13:04:30+0000', tz='UTC'), Timestamp('2019-02-21 13:28:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-21 15:05:30+00:00;2019-02-21 15:32:00+00:00;0 days 00:26:30;slice(Timestamp('2019-02-21 15:05:30+0000', tz='UTC'), Timestamp('2019-02-21 15:32:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-21 17:06:00+00:00;2019-02-21 17:39:00+00:00;0 days 00:33:00;slice(Timestamp('2019-02-21 17:06:00+0000', tz='UTC'), Timestamp('2019-02-21 17:39:00+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-21 18:55:30+00:00;2019-02-21 19:24:30+00:00;0 days 00:29:00;slice(Timestamp('2019-02-21 18:55:30+0000', tz='UTC'), Timestamp('2019-02-21 19:24:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-21 19:53:00+00:00;2019-02-21 20:15:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-21 19:53:00+0000', tz='UTC'), Timestamp('2019-02-21 20:15:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-21 21:53:00+00:00;2019-02-21 22:17:00+00:00;0 days 00:24:00;slice(Timestamp('2019-02-21 21:53:00+0000', tz='UTC'), Timestamp('2019-02-21 22:17:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-21 23:38:30+00:00;2019-02-22 00:02:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-21 23:38:30+0000', tz='UTC'), Timestamp('2019-02-22 00:02:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 01:27:30+00:00;2019-02-22 01:51:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-22 01:27:30+0000', tz='UTC'), Timestamp('2019-02-22 01:51:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-22 03:15:00+00:00;2019-02-22 03:37:00+00:00;0 days 00:22:00;slice(Timestamp('2019-02-22 03:15:00+0000', tz='UTC'), Timestamp('2019-02-22 03:37:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 04:57:00+00:00;2019-02-22 05:20:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-22 04:57:00+0000', tz='UTC'), Timestamp('2019-02-22 05:20:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-22 06:44:00+00:00;2019-02-22 07:05:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-22 06:44:00+0000', tz='UTC'), Timestamp('2019-02-22 07:05:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 08:29:00+00:00;2019-02-22 08:50:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-22 08:29:00+0000', tz='UTC'), Timestamp('2019-02-22 08:50:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 10:09:00+00:00;2019-02-22 10:34:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-22 10:09:00+0000', tz='UTC'), Timestamp('2019-02-22 10:34:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-22 11:36:00+00:00;2019-02-22 11:59:00+00:00;0 days 00:23:00;slice(Timestamp('2019-02-22 11:36:00+0000', tz='UTC'), Timestamp('2019-02-22 11:59:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 13:04:00+00:00;2019-02-22 13:27:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-22 13:04:00+0000', tz='UTC'), Timestamp('2019-02-22 13:27:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-22 14:33:00+00:00;2019-02-22 14:54:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-22 14:33:00+0000', tz='UTC'), Timestamp('2019-02-22 14:54:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-22 15:11:00+00:00;2019-02-22 15:18:30+00:00;0 days 00:07:30;slice(Timestamp('2019-02-22 15:11:00+0000', tz='UTC'), Timestamp('2019-02-22 15:18:30+0000', tz='UTC'), None);0;0;3;2;0;0;4;0;0;0;3;2
2019-02-22 15:20:30+00:00;2019-02-22 16:13:30+00:00;0 days 00:53:00;slice(Timestamp('2019-02-22 15:20:30+0000', tz='UTC'), Timestamp('2019-02-22 16:13:30+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-22 17:04:00+00:00;2019-02-22 17:29:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-22 17:04:00+0000', tz='UTC'), Timestamp('2019-02-22 17:29:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-22 18:43:30+00:00;2019-02-22 19:07:30+00:00;0 days 00:24:00;slice(Timestamp('2019-02-22 18:43:30+0000', tz='UTC'), Timestamp('2019-02-22 19:07:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-22 20:18:00+00:00;2019-02-22 20:41:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-22 20:18:00+0000', tz='UTC'), Timestamp('2019-02-22 20:41:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-22 21:49:30+00:00;2019-02-23 11:22:30+00:00;0 days 13:33:00;slice(Timestamp('2019-02-22 21:49:30+0000', tz='UTC'), Timestamp('2019-02-23 11:22:30+0000', tz='UTC'), None);1;1;1;3;1;1;1;1;1;1;1;3
2019-02-23 13:30:30+00:00;2019-02-23 14:01:00+00:00;0 days 00:30:30;slice(Timestamp('2019-02-23 13:30:30+0000', tz='UTC'), Timestamp('2019-02-23 14:01:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-23 15:37:30+00:00;2019-02-23 16:03:00+00:00;0 days 00:25:30;slice(Timestamp('2019-02-23 15:37:30+0000', tz='UTC'), Timestamp('2019-02-23 16:03:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-23 17:41:30+00:00;2019-02-23 18:09:00+00:00;0 days 00:27:30;slice(Timestamp('2019-02-23 17:41:30+0000', tz='UTC'), Timestamp('2019-02-23 18:09:00+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-23 19:05:00+00:00;2019-02-23 19:30:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-23 19:05:00+0000', tz='UTC'), Timestamp('2019-02-23 19:30:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-23 21:09:00+00:00;2019-02-23 21:34:30+00:00;0 days 00:25:30;slice(Timestamp('2019-02-23 21:09:00+0000', tz='UTC'), Timestamp('2019-02-23 21:34:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-23 23:03:30+00:00;2019-02-23 23:27:30+00:00;0 days 00:24:00;slice(Timestamp('2019-02-23 23:03:30+0000', tz='UTC'), Timestamp('2019-02-23 23:27:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 00:55:30+00:00;2019-02-24 01:18:30+00:00;0 days 00:23:00;slice(Timestamp('2019-02-24 00:55:30+0000', tz='UTC'), Timestamp('2019-02-24 01:18:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 02:42:30+00:00;2019-02-24 03:05:30+00:00;0 days 00:23:00;slice(Timestamp('2019-02-24 02:42:30+0000', tz='UTC'), Timestamp('2019-02-24 03:05:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-24 04:28:30+00:00;2019-02-24 04:51:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 04:28:30+0000', tz='UTC'), Timestamp('2019-02-24 04:51:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 06:13:30+00:00;2019-02-24 06:20:30+00:00;0 days 00:07:00;slice(Timestamp('2019-02-24 06:13:30+0000', tz='UTC'), Timestamp('2019-02-24 06:20:30+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-24 06:23:00+00:00;2019-02-24 06:46:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-24 06:23:00+0000', tz='UTC'), Timestamp('2019-02-24 06:46:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 08:12:00+00:00;2019-02-24 08:34:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 08:12:00+0000', tz='UTC'), Timestamp('2019-02-24 08:34:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 09:56:30+00:00;2019-02-24 10:20:30+00:00;0 days 00:24:00;slice(Timestamp('2019-02-24 09:56:30+0000', tz='UTC'), Timestamp('2019-02-24 10:20:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 11:18:00+00:00;2019-02-24 11:42:30+00:00;0 days 00:24:30;slice(Timestamp('2019-02-24 11:18:00+0000', tz='UTC'), Timestamp('2019-02-24 11:42:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 12:52:00+00:00;2019-02-24 13:14:00+00:00;0 days 00:22:00;slice(Timestamp('2019-02-24 12:52:00+0000', tz='UTC'), Timestamp('2019-02-24 13:14:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 14:22:00+00:00;2019-02-24 14:44:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 14:22:00+0000', tz='UTC'), Timestamp('2019-02-24 14:44:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-24 15:18:00+00:00;2019-02-24 16:42:00+00:00;0 days 01:24:00;slice(Timestamp('2019-02-24 15:18:00+0000', tz='UTC'), Timestamp('2019-02-24 16:42:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-24 18:34:00+00:00;2019-02-24 19:10:30+00:00;0 days 00:36:30;slice(Timestamp('2019-02-24 18:34:00+0000', tz='UTC'), Timestamp('2019-02-24 19:10:30+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-24 20:06:30+00:00;2019-02-24 20:29:30+00:00;0 days 00:23:00;slice(Timestamp('2019-02-24 20:06:30+0000', tz='UTC'), Timestamp('2019-02-24 20:29:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 22:01:30+00:00;2019-02-24 22:16:30+00:00;0 days 00:15:00;slice(Timestamp('2019-02-24 22:01:30+0000', tz='UTC'), Timestamp('2019-02-24 22:16:30+0000', tz='UTC'), None);1;2;3;4;0;0;0;0;1;2;3;4
2019-02-24 22:18:00+00:00;2019-02-24 22:39:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-24 22:18:00+0000', tz='UTC'), Timestamp('2019-02-24 22:39:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 09:59:30+00:00;2019-02-25 10:46:00+00:00;0 days 00:46:30;slice(Timestamp('2019-02-25 09:59:30+0000', tz='UTC'), Timestamp('2019-02-25 10:46:00+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-25 11:04:30+00:00;2019-02-25 11:32:30+00:00;0 days 00:28:00;slice(Timestamp('2019-02-25 11:04:30+0000', tz='UTC'), Timestamp('2019-02-25 11:32:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 11:55:30+00:00;2019-02-25 12:19:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-25 11:55:30+0000', tz='UTC'), Timestamp('2019-02-25 12:19:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-25 12:57:30+00:00;2019-02-25 13:19:00+00:00;0 days 00:21:30;slice(Timestamp('2019-02-25 12:57:30+0000', tz='UTC'), Timestamp('2019-02-25 13:19:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 13:48:30+00:00;2019-02-25 14:12:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-25 13:48:30+0000', tz='UTC'), Timestamp('2019-02-25 14:12:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 14:57:00+00:00;2019-02-25 15:38:30+00:00;0 days 00:41:30;slice(Timestamp('2019-02-25 14:57:00+0000', tz='UTC'), Timestamp('2019-02-25 15:38:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-25 16:16:00+00:00;2019-02-25 16:27:00+00:00;0 days 00:11:00;slice(Timestamp('2019-02-25 16:16:00+0000', tz='UTC'), Timestamp('2019-02-25 16:27:00+0000', tz='UTC'), None);0;2;3;2;0;0;0;0;0;2;3;2
2019-02-25 16:30:00+00:00;2019-02-25 16:55:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-25 16:30:00+0000', tz='UTC'), Timestamp('2019-02-25 16:55:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-25 18:03:30+00:00;2019-02-25 18:29:30+00:00;0 days 00:26:00;slice(Timestamp('2019-02-25 18:03:30+0000', tz='UTC'), Timestamp('2019-02-25 18:29:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 19:26:00+00:00;2019-02-25 19:52:00+00:00;0 days 00:26:00;slice(Timestamp('2019-02-25 19:26:00+0000', tz='UTC'), Timestamp('2019-02-25 19:52:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-25 20:30:30+00:00;2019-02-25 21:06:30+00:00;0 days 00:36:00;slice(Timestamp('2019-02-25 20:30:30+0000', tz='UTC'), Timestamp('2019-02-25 21:06:30+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-25 23:05:00+00:00;2019-02-25 23:27:00+00:00;0 days 00:22:00;slice(Timestamp('2019-02-25 23:05:00+0000', tz='UTC'), Timestamp('2019-02-25 23:27:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 00:54:00+00:00;2019-02-26 01:15:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-26 00:54:00+0000', tz='UTC'), Timestamp('2019-02-26 01:15:00+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-26 02:36:00+00:00;2019-02-26 02:58:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-26 02:36:00+0000', tz='UTC'), Timestamp('2019-02-26 02:58:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-26 04:17:30+00:00;2019-02-26 04:23:00+00:00;0 days 00:05:30;slice(Timestamp('2019-02-26 04:17:30+0000', tz='UTC'), Timestamp('2019-02-26 04:23:00+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-26 04:24:30+00:00;2019-02-26 04:47:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-26 04:24:30+0000', tz='UTC'), Timestamp('2019-02-26 04:47:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 06:04:30+00:00;2019-02-26 06:25:00+00:00;0 days 00:20:30;slice(Timestamp('2019-02-26 06:04:30+0000', tz='UTC'), Timestamp('2019-02-26 06:25:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 07:41:30+00:00;2019-02-26 08:03:30+00:00;0 days 00:22:00;slice(Timestamp('2019-02-26 07:41:30+0000', tz='UTC'), Timestamp('2019-02-26 08:03:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 09:19:00+00:00;2019-02-26 09:40:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-26 09:19:00+0000', tz='UTC'), Timestamp('2019-02-26 09:40:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 10:47:00+00:00;2019-02-26 11:08:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-26 10:47:00+0000', tz='UTC'), Timestamp('2019-02-26 11:08:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 12:12:30+00:00;2019-02-26 12:21:00+00:00;0 days 00:08:30;slice(Timestamp('2019-02-26 12:12:30+0000', tz='UTC'), Timestamp('2019-02-26 12:21:00+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-26 12:23:30+00:00;2019-02-26 12:42:30+00:00;0 days 00:19:00;slice(Timestamp('2019-02-26 12:23:30+0000', tz='UTC'), Timestamp('2019-02-26 12:42:30+0000', tz='UTC'), None);1;1;1;6;0;0;0;0;1;1;1;6
2019-02-26 12:44:00+00:00;2019-02-26 14:35:00+00:00;0 days 01:51:00;slice(Timestamp('2019-02-26 12:44:00+0000', tz='UTC'), Timestamp('2019-02-26 14:35:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-26 16:32:30+00:00;2019-02-26 17:08:30+00:00;0 days 00:36:00;slice(Timestamp('2019-02-26 16:32:30+0000', tz='UTC'), Timestamp('2019-02-26 17:08:30+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-26 17:30:00+00:00;2019-02-26 18:52:30+00:00;0 days 01:22:30;slice(Timestamp('2019-02-26 17:30:00+0000', tz='UTC'), Timestamp('2019-02-26 18:52:30+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-26 20:21:30+00:00;2019-02-26 20:48:30+00:00;0 days 00:27:00;slice(Timestamp('2019-02-26 20:21:30+0000', tz='UTC'), Timestamp('2019-02-26 20:48:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-26 22:47:30+00:00;2019-02-26 23:12:00+00:00;0 days 00:24:30;slice(Timestamp('2019-02-26 22:47:30+0000', tz='UTC'), Timestamp('2019-02-26 23:12:00+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-27 00:28:30+00:00;2019-02-27 00:52:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-27 00:28:30+0000', tz='UTC'), Timestamp('2019-02-27 00:52:00+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-27 02:20:30+00:00;2019-02-27 02:47:30+00:00;0 days 00:27:00;slice(Timestamp('2019-02-27 02:20:30+0000', tz='UTC'), Timestamp('2019-02-27 02:47:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 04:16:00+00:00;2019-02-27 04:37:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-27 04:16:00+0000', tz='UTC'), Timestamp('2019-02-27 04:37:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 05:59:30+00:00;2019-02-27 06:21:30+00:00;0 days 00:22:00;slice(Timestamp('2019-02-27 05:59:30+0000', tz='UTC'), Timestamp('2019-02-27 06:21:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 07:42:30+00:00;2019-02-27 08:03:30+00:00;0 days 00:21:00;slice(Timestamp('2019-02-27 07:42:30+0000', tz='UTC'), Timestamp('2019-02-27 08:03:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 09:20:30+00:00;2019-02-27 09:43:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-27 09:20:30+0000', tz='UTC'), Timestamp('2019-02-27 09:43:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
